team,team_code,shirt_no,position,player_name,first_names,last_names,name_on_shirt,dob,club,height_cm,caps,goals,source_status,parser_confidence
Argentina,ARG,20,MF,Alexis Mac Allister,Alexis Mac,Allister,ALLISTER,"December 24, 1998",Liverpool,,46,6,cross_checked,high
Argentina,ARG,21,FW,José Manuel López,José Manuel,López,LÓPEZ,"December 6, 2000",Palmeiras,,5,0,cross_checked,high
Argentina,ARG,22,FW,Lautaro Martínez,Lautaro,Martínez,MARTÍNEZ,"August 22, 1997",Inter Milan,,77,37,cross_checked,high
Argentina,ARG,23,GK,Emiliano Martínez,Emiliano,Martínez,MARTÍNEZ,"September 2, 1992",Aston Villa,,59,0,cross_checked,high
Argentina,ARG,24,MF,Enzo Fernández,Enzo,Fernández,FERNÁNDEZ,"January 17, 2001",Chelsea,,42,6,cross_checked,high
Argentina,ARG,25,DF,Facundo Medina,Facundo,Medina,MEDINA,"May 28, 1999",Marseille,,9,0,cross_checked,high
Argentina,ARG,26,DF,Nahuel Molina,Nahuel,Molina,MOLINA,"April 6, 1998",Atlético Madrid,,58,1,cross_checked,high
Austria,AUT,1,GK,Alexander Schlager,Alexander,Schlager,SCHLAGER,"February 1, 1996",Red Bull Salzburg,,26,0,cross_checked,high
Austria,AUT,2,DF,David Affengruber,David,Affengruber,AFFENGRUBER,"March 19, 2001",Elche,,1,0,cross_checked,high
Austria,AUT,3,DF,Kevin Danso,Kevin,Danso,DANSO,"September 19, 1998",Tottenham Hotspur,,32,0,cross_checked,high
Austria,AUT,4,MF,Xaver Schlager,Xaver,Schlager,SCHLAGER,"September 28, 1997",RB Leipzig,,51,4,cross_checked,high
Austria,AUT,5,DF,Stefan Posch,Stefan,Posch,POSCH,"May 14, 1997",Mainz 05,,52,5,cross_checked,high
Austria,AUT,6,MF,Nicolas Seiwald,Nicolas,Seiwald,SEIWALD,"May 4, 2001",RB Leipzig,,47,1,cross_checked,high
Austria,AUT,7,FW,Marko Arnautović,Marko,Arnautović,ARNAUTOVIĆ,"April 19, 1989",Red Star Belgrade,,133,47,cross_checked,high
Austria,AUT,8,DF,David Alaba,David,Alaba,ALABA,"June 24, 1992",Real Madrid,,113,15,cross_checked,high
Austria,AUT,9,MF,Marcel Sabitzer,Marcel,Sabitzer,SABITZER,"March 17, 1994",Borussia Dortmund,,98,26,cross_checked,high
Austria,AUT,10,MF,Florian Grillitsch,Florian,Grillitsch,GRILLITSCH,"August 7, 1995",Braga,,58,1,cross_checked,high
Austria,AUT,11,FW,Michael Gregoritsch,Michael,Gregoritsch,GREGORITSCH,"April 18, 1994",FC Augsburg,,75,24,cross_checked,high
Austria,AUT,12,GK,Florian Wiegele,Florian,Wiegele,WIEGELE,"March 21, 2001",Viktoria Plzeň,,1,0,cross_checked,high
Austria,AUT,13,GK,Patrick Pentz,Patrick,Pentz,PENTZ,"January 2, 1997",Brøndby,,18,0,cross_checked,high
Austria,AUT,14,FW,Saša Kalajdžić,Saša,Kalajdžić,KALAJDŽIĆ,"July 7, 1997",LASK,,22,4,cross_checked,high
Austria,AUT,15,DF,Philipp Lienhart,Philipp,Lienhart,LIENHART,"July 11, 1996",SC Freiburg,,41,3,cross_checked,high
Austria,AUT,16,DF,Phillipp Mwene,Phillipp,Mwene,MWENE,"January 29, 1994",Mainz 05,,30,0,cross_checked,high
Austria,AUT,17,MF,Carney Chukwuemeka,Carney,Chukwuemeka,CHUKWUEMEKA,"October 20, 2003",Borussia Dortmund,,3,1,cross_checked,high
Austria,AUT,18,MF,Romano Schmid,Romano,Schmid,SCHMID,"January 27, 2000",Werder Bremen,,34,3,cross_checked,high
Austria,AUT,19,MF,Dejan Ljubičić,Dejan,Ljubičić,LJUBIČIĆ,"October 8, 1997",Schalke 04,,9,1,cross_checked,high
Austria,AUT,20,MF,Konrad Laimer,Konrad,Laimer,LAIMER,"May 27, 1997",Bayern Munich,,57,7,cross_checked,high
Austria,AUT,21,FW,Patrick Wimmer,Patrick,Wimmer,WIMMER,"May 30, 2001",VfL Wolfsburg,,30,1,cross_checked,high
Austria,AUT,22,MF,Alexander Prass,Alexander,Prass,PRASS,"May 26, 2001",TSG Hoffenheim,,19,0,cross_checked,high
Austria,AUT,23,DF,Marco Friedl,Marco,Friedl,FRIEDL,"March 16, 1998",Werder Bremen,,11,0,cross_checked,high
Austria,AUT,24,MF,Paul Wanner,Paul,Wanner,WANNER,"December 23, 2005",PSV Eindhoven,,3,0,cross_checked,high
Austria,AUT,25,DF,Michael Svoboda,Michael,Svoboda,SVOBODA,"October 15, 1998",Venezia,,4,0,cross_checked,high
Austria,AUT,26,MF,Alessandro Schöpf,Alessandro,Schöpf,SCHÖPF,"February 7, 1994",Wolfsberger AC,,35,6,cross_checked,high
Jordan,JOR,1,GK,Yazeed Abulaila,Yazeed,Abulaila,ABULAILA,"January 8, 1993",Al-Hussein,,76,0,cross_checked,high
Jordan,JOR,2,DF,Mohammad Abu Hashish,Mohammad Abu,Hashish,HASHISH,"May 9, 1995",Al-Karma,,56,1,cross_checked,high
Jordan,JOR,3,DF,Abdallah Nasib,Abdallah,Nasib,NASIB,"February 25, 1994",Al-Zawraa,,65,3,cross_checked,high
Jordan,JOR,4,DF,Husam Abu Dahab,Husam Abu,Dahab,DAHAB,"May 13, 2000",Al-Faisaly,,18,0,cross_checked,high
Jordan,JOR,5,DF,Yazan Al-Arab,Yazan,Al-Arab,AL-ARAB,"January 31, 1996",FC Seoul,,80,3,cross_checked,high
Jordan,JOR,6,MF,Amer Jamous,Amer,Jamous,JAMOUS,"July 3, 2002",Al-Zawraa,,19,1,cross_checked,high
Jordan,JOR,7,FW,Mohammad Abu Zrayq,Mohammad Abu,Zrayq,ZRAYQ,"December 30, 1997",Raja Casablanca,,41,5,cross_checked,high
Jordan,JOR,8,MF,Noor Al-Rawabdeh,Noor,Al-Rawabdeh,AL-RAWABDEH,"February 24, 1997",Selangor,,68,3,cross_checked,high
Jordan,JOR,9,FW,Ali Olwan,Ali,Olwan,OLWAN,"March 26, 2000",Al-Sailiya,,66,29,cross_checked,high
Jordan,JOR,10,FW,Musa Al-Taamari,Musa,Al-Taamari,AL-TAAMARI,"June 10, 1997",Rennes,,92,24,cross_checked,high
Jordan,JOR,11,FW,Odeh Al-Fakhouri,Odeh,Al-Fakhouri,AL-FAKHOURI,"November 22, 2005",Pyramids,,10,1,cross_checked,high
Jordan,JOR,12,GK,Nour Bani Attiah,Nour Bani,Attiah,ATTIAH,"January 25, 1993",Al-Faisaly,,5,0,cross_checked,high
Jordan,JOR,13,FW,Mahmoud Al-Mardi,Mahmoud,Al-Mardi,AL-MARDI,"October 6, 1993",Al-Hussein,,89,9,cross_checked,high
Jordan,JOR,14,MF,Rajaei Ayed,Rajaei,Ayed,AYED,"July 25, 1993",Al-Hussein,,72,0,cross_checked,high
Jordan,JOR,15,MF,Ibrahim Sadeh,Ibrahim,Sadeh,SADEH,"April 27, 2000",Al-Karma,,57,3,cross_checked,high
Jordan,JOR,16,DF,Mo Abualnadi,Mo,Abualnadi,ABUALNADI,"February 8, 2001",Selangor,,18,0,cross_checked,high
Jordan,JOR,17,DF,Salim Obaid,Salim,Obaid,OBAID,"January 17, 1992",Al-Hussein,,11,0,cross_checked,high
Jordan,JOR,18,MF,Mohammad Taha,Mohammad,Taha,TAHA,"July 13, 2005",Al-Hussein,,2,0,cross_checked,high
Jordan,JOR,19,DF,Saed Al-Rosan,Saed,Al-Rosan,AL-ROSAN,"February 1, 1997",Al-Hussein,,21,2,cross_checked,high
Jordan,JOR,20,MF,Mohannad Abu Taha,Mohannad Abu,Taha,TAHA,"February 2, 2003",Al-Quwa Al-Jawiya,,29,1,cross_checked,high
Jordan,JOR,21,MF,Nizar Al-Rashdan,Nizar,Al-Rashdan,AL-RASHDAN,"March 23, 1999",Qatar SC,,47,4,cross_checked,high
Jordan,JOR,22,GK,Abdallah Al-Fakhouri,Abdallah,Al-Fakhouri,AL-FAKHOURI,"January 22, 2000",Al-Wehdat,,11,0,cross_checked,high
Jordan,JOR,23,DF,Ihsan Haddad,Ihsan,Haddad,HADDAD,"February 5, 1994",Al-Hussein,,92,2,cross_checked,high
Jordan,JOR,24,FW,Ali Azaizeh,Ali,Azaizeh,AZAIZEH,"April 13, 2004",Al-Shabab,,4,0,cross_checked,high
Jordan,JOR,25,MF,Mohammad Al-Dawoud,Mohammad,Al-Dawoud,AL-DAWOUD,"April 12, 1992",Al-Wehdat,,13,1,cross_checked,high
Jordan,JOR,26,DF,Anas Badawi,Anas,Badawi,BADAWI,"September 13, 1997",Al-Faisaly,,1,0,cross_checked,high
Colombia,COL,1,GK,David Ospina,David,Ospina,OSPINA,"August 31, 1988",Atlético Nacional,,130,0,cross_checked,high
Colombia,COL,2,DF,Daniel Muñoz,Daniel,Muñoz,MUÑOZ,"May 26, 1996",Crystal Palace,,46,3,cross_checked,high
Colombia,COL,3,DF,Jhon Lucumí,Jhon,Lucumí,LUCUMÍ,"June 26, 1998",Bologna,,37,1,cross_checked,high
Colombia,COL,4,DF,Santiago Arias,Santiago,Arias,ARIAS,"January 13, 1992",Independiente,,68,0,cross_checked,high
Colombia,COL,5,MF,Kevin Castaño,Kevin,Castaño,CASTAÑO,"September 29, 2000",River Plate,,25,0,cross_checked,high
Colombia,COL,6,MF,Richard Ríos,Richard,Ríos,RÍOS,"June 2, 2000",Benfica,,32,2,cross_checked,high
Colombia,COL,7,FW,Luis Díaz,Luis,Díaz,DÍAZ,"January 13, 1997",Bayern Munich,,74,22,cross_checked,high
Colombia,COL,8,MF,Jorge Carrascal,Jorge,Carrascal,CARRASCAL,"May 25, 1998",Flamengo,,24,2,cross_checked,high
Colombia,COL,9,FW,Jhon Córdoba,Jhon,Córdoba,CÓRDOBA,"May 11, 1993",Krasnodar,,21,6,cross_checked,high
Colombia,COL,10,MF,James Rodríguez,James,Rodríguez,RODRÍGUEZ,"July 12, 1991",Minnesota United FC,,126,31,cross_checked,high
Colombia,COL,11,MF,Jhon Arias,Jhon,Arias,ARIAS,"September 21, 1997",Palmeiras,,38,6,cross_checked,high
Colombia,COL,12,GK,Camilo Vargas,Camilo,Vargas,VARGAS,"March 9, 1989",Atlas,,42,0,cross_checked,high
Colombia,COL,13,DF,Yerry Mina,Yerry,Mina,MINA,"September 23, 1994",Cagliari,,54,8,cross_checked,high
Colombia,COL,14,DF,Gustavo Puerta,Gustavo,Puerta,PUERTA,"July 23, 2003",Racing Santander,,6,1,cross_checked,high
Colombia,COL,15,MF,Juan Portilla,Juan,Portilla,PORTILLA,"September 12, 1998",Athletico Paranaense,,10,0,cross_checked,high
Colombia,COL,16,MF,Jefferson Lerma,Jefferson,Lerma,LERMA,"October 25, 1994",Crystal Palace,,65,5,cross_checked,high
Colombia,COL,17,DF,Johan Mojica,Johan,Mojica,MOJICA,"August 21, 1992",Mallorca,,45,1,cross_checked,high
Colombia,COL,18,DF,Willer Ditta,Willer,Ditta,DITTA,"January 23, 1998",Cruz Azul,,5,0,cross_checked,high
Colombia,COL,19,FW,Cucho Hernández,Cucho,Hernández,HERNÁNDEZ,"April 20, 1999",Real Betis,,9,2,cross_checked,high
Colombia,COL,20,MF,Juan Fernando Quintero,Juan Fernando,Quintero,QUINTERO,"January 18, 1993",River Plate,,49,6,cross_checked,high
Colombia,COL,21,FW,Jaminton Campaz,Jaminton,Campaz,CAMPAZ,"May 24, 2000",Rosario Central,,10,1,cross_checked,high
Colombia,COL,22,DF,Deiver Machado,Deiver,Machado,MACHADO,"September 2, 1993",Nantes,,15,0,cross_checked,high
Colombia,COL,23,DF,Davinson Sánchez,Davinson,Sánchez,SÁNCHEZ,"June 12, 1996",Galatasaray,,79,4,cross_checked,high
Colombia,COL,24,GK,Álvaro Montero,Álvaro,Montero,MONTERO,"March 29, 1995",Vélez Sarsfield,,12,0,cross_checked,high
Colombia,COL,25,FW,Luis Suárez,Luis,Suárez,SUÁREZ,"December 2, 1997",Sporting CP,,12,5,cross_checked,high
Colombia,COL,26,FW,Andrés Gómez,Andrés,Gómez,GÓMEZ,"September 12, 2002",Vasco da Gama,,8,2,cross_checked,high
DR Congo,COD,1,GK,Lionel Mpasi,Lionel,Mpasi,MPASI,"August 1, 1994",Le Havre,,29,0,cross_checked,high
DR Congo,COD,2,DF,Aaron Wan-Bissaka,Aaron,Wan-Bissaka,WAN-BISSAKA,"November 26, 1997",West Ham United,,12,0,cross_checked,high
DR Congo,COD,3,DF,Steve Kapuadi,Steve,Kapuadi,KAPUADI,"April 30, 1998",Widzew Łódź,,4,0,cross_checked,high
DR Congo,COD,4,DF,Axel Tuanzebe,Axel,Tuanzebe,TUANZEBE,"November 14, 1997",Burnley,,14,1,cross_checked,high
DR Congo,COD,5,DF,Dylan Batubinsika,Dylan,Batubinsika,BATUBINSIKA,"February 15, 1996",AEL,,14,1,cross_checked,high
DR Congo,COD,6,MF,Ngal'ayel Mukau,Ngal'ayel,Mukau,MUKAU,"November 3, 2004",Lille,,14,0,cross_checked,high
DR Congo,COD,7,MF,Nathanaël Mbuku,Nathanaël,Mbuku,MBUKU,"March 16, 2002",Montpellier,,19,2,cross_checked,high
DR Congo,COD,8,MF,Samuel Moutoussamy,Samuel,Moutoussamy,MOUTOUSSAMY,"August 12, 1996",Atromitos,,58,0,cross_checked,high
DR Congo,COD,9,FW,Brian Cipenga,Brian,Cipenga,CIPENGA,"March 11, 1998",Castellón,,8,0,cross_checked,high
DR Congo,COD,10,MF,Théo Bongonda,Théo,Bongonda,BONGONDA,"November 20, 1995",Spartak Moscow,,38,7,cross_checked,high
DR Congo,COD,11,FW,Gaël Kakuta,Gaël,Kakuta,KAKUTA,"June 21, 1991",AEL,,31,5,cross_checked,high
DR Congo,COD,12,DF,Joris Kayembe,Joris,Kayembe,KAYEMBE,"August 8, 1994",Genk,,26,1,cross_checked,high
DR Congo,COD,13,FW,Meschak Elia,Meschak,Elia,ELIA,"August 6, 1997",Alanyaspor,,69,12,cross_checked,high
DR Congo,COD,14,MF,Noah Sadiki,Noah,Sadiki,SADIKI,"December 17, 2004",Sunderland,,20,0,cross_checked,high
DR Congo,COD,15,MF,Aaron Tshibola,Aaron,Tshibola,TSHIBOLA,"January 2, 1995",Kilmarnock,,17,1,cross_checked,high
DR Congo,COD,16,GK,Timothy Fayulu,Timothy,Fayulu,FAYULU,"July 24, 1999",Noah,,3,0,cross_checked,high
DR Congo,COD,17,FW,Cédric Bakambu,Cédric,Bakambu,BAKAMBU,"April 11, 1991",Real Betis,,70,21,cross_checked,high
DR Congo,COD,18,MF,Charles Pickel,Charles,Pickel,PICKEL,"May 15, 1997",Espanyol,,34,1,cross_checked,high
DR Congo,COD,19,FW,Fiston Mayele,Fiston,Mayele,MAYELE,"June 24, 1994",Pyramids,,37,6,cross_checked,high
DR Congo,COD,20,FW,Yoane Wissa,Yoane,Wissa,WISSA,"September 3, 1996",Newcastle United,,38,9,cross_checked,high
DR Congo,COD,21,GK,Matthieu Epolo,Matthieu,Epolo,EPOLO,"January 15, 2005",Standard Liège,,1,0,cross_checked,high
DR Congo,COD,22,DF,Chancel Mbemba,Chancel,Mbemba,MBEMBA,"August 8, 1994",Lille,,109,7,cross_checked,high
DR Congo,COD,23,FW,Simon Banza,Simon,Banza,BANZA,"August 13, 1996",Al Jazira,,15,2,cross_checked,high
DR Congo,COD,24,DF,Gédéon Kalulu,Gédéon,Kalulu,KALULU,"August 29, 1997",Aris Limassol,,28,0,cross_checked,high
DR Congo,COD,25,MF,Edo Kayembe,Edo,Kayembe,KAYEMBE,"June 3, 1998",Watford,,43,2,cross_checked,high
DR Congo,COD,26,DF,Arthur Masuaku,Arthur,Masuaku,MASUAKU,"November 7, 1993",Lens,,45,4,cross_checked,high
Portugal,POR,1,GK,Diogo Costa,Diogo,Costa,COSTA,"September 19, 1999",Porto,,43,0,cross_checked,high
Portugal,POR,2,DF,Nélson Semedo,Nélson,Semedo,SEMEDO,"November 16, 1993",Fenerbahçe,,50,0,cross_checked,high
Portugal,POR,3,DF,Rúben Dias,Rúben,Dias,DIAS,"May 14, 1997",Manchester City,,76,3,cross_checked,high
Portugal,POR,4,DF,Tomás Araújo,Tomás,Araújo,ARAÚJO,"May 16, 2002",Benfica,,5,0,cross_checked,high
Portugal,POR,5,DF,Diogo Dalot,Diogo,Dalot,DALOT,"March 18, 1999",Manchester United,,35,3,cross_checked,high
Portugal,POR,6,MF,Matheus Nunes,Matheus,Nunes,NUNES,"August 27, 1998",Manchester City,,20,2,cross_checked,high
Portugal,POR,7,FW,Cristiano Ronaldo,Cristiano,Ronaldo,RONALDO,"February 5, 1985",Al-Nassr,,228,143,cross_checked,high
Portugal,POR,8,MF,Bruno Fernandes,Bruno,Fernandes,FERNANDES,"September 8, 1994",Manchester United,,89,29,cross_checked,high
Portugal,POR,9,FW,Gonçalo Ramos,Gonçalo,Ramos,RAMOS,"June 20, 2001",Paris Saint-Germain,,25,10,cross_checked,high
Portugal,POR,10,MF,Bernardo Silva,Bernardo,Silva,SILVA,"August 10, 1994",Manchester City,,109,14,cross_checked,high
Portugal,POR,11,FW,João Félix,João,Félix,FÉLIX,"November 10, 1999",Al-Nassr,,54,12,cross_checked,high
Portugal,POR,12,GK,José Sá,José,Sá,SÁ,"January 17, 1993",Wolverhampton Wanderers,,5,0,cross_checked,high
Portugal,POR,13,DF,Renato Veiga,Renato,Veiga,VEIGA,"July 29, 2003",Villarreal,,13,1,cross_checked,high
Portugal,POR,14,DF,Gonçalo Inácio,Gonçalo,Inácio,INÁCIO,"August 25, 2001",Sporting CP,,22,2,cross_checked,high
Portugal,POR,15,MF,João Neves,João,Neves,NEVES,"September 27, 2004",Paris Saint-Germain,,22,3,cross_checked,high
Portugal,POR,16,FW,Francisco Trincão,Francisco,Trincão,TRINCÃO,"December 29, 1999",Sporting CP,,18,3,cross_checked,high
Portugal,POR,17,FW,Rafael Leão,Rafael,Leão,LEÃO,"June 10, 1999",Milan,,44,5,cross_checked,high
Portugal,POR,18,FW,Pedro Neto,Pedro,Neto,NETO,"March 9, 2000",Chelsea,,25,3,cross_checked,high
Portugal,POR,19,FW,Gonçalo Guedes,Gonçalo,Guedes,GUEDES,"November 29, 1996",Real Sociedad,,34,8,cross_checked,high
Portugal,POR,20,DF,João Cancelo,João,Cancelo,CANCELO,"May 27, 1994",Barcelona,,68,12,cross_checked,high
Portugal,POR,21,MF,Rúben Neves,Rúben,Neves,NEVES,"March 13, 1997",Al-Hilal,,67,1,cross_checked,high
Portugal,POR,22,GK,Rui Silva,Rui,Silva,SILVA,"February 7, 1994",Sporting CP,,3,0,cross_checked,high
Portugal,POR,23,MF,Vitinha,,Vitinha,VITINHA,"February 13, 2000",Paris Saint-Germain,,38,0,cross_checked,high
Portugal,POR,24,DF,Samú Costa,Samú,Costa,COSTA,"November 27, 2000",Mallorca,,6,0,cross_checked,high
Portugal,POR,25,DF,Nuno Mendes,Nuno,Mendes,MENDES,"June 19, 2002",Paris Saint-Germain,,44,1,cross_checked,high
Portugal,POR,26,FW,Francisco Conceição,Francisco,Conceição,CONCEIÇÃO,"December 14, 2002",Juventus,,17,4,cross_checked,high
Uzbekistan,UZB,1,GK,Utkir Yusupov,Utkir,Yusupov,YUSUPOV,"January 4, 1991",Navbahor Namangan,,40,0,cross_checked,high
Uzbekistan,UZB,2,DF,Abdukodir Khusanov,Abdukodir,Khusanov,KHUSANOV,"February 29, 2004",Manchester City,,27,0,cross_checked,high
Uzbekistan,UZB,3,DF,Khojiakbar Alijonov,Khojiakbar,Alijonov,ALIJONOV,"April 19, 1997",Pakhtakor,,40,2,cross_checked,high
Uzbekistan,UZB,4,DF,Farrukh Sayfiev,Farrukh,Sayfiev,SAYFIEV,"January 17, 1991",Neftchi Fergana,,46,1,cross_checked,high
Uzbekistan,UZB,5,DF,Rustam Ashurmatov,Rustam,Ashurmatov,ASHURMATOV,"July 7, 1996",Esteghlal,,49,1,cross_checked,high
Uzbekistan,UZB,6,MF,Akmal Mozgovoy,Akmal,Mozgovoy,MOZGOVOY,"April 2, 1999",Pakhtakor,,25,1,cross_checked,high
Uzbekistan,UZB,7,MF,Otabek Shukurov,Otabek,Shukurov,SHUKUROV,"June 22, 1996",Baniyas,,84,9,cross_checked,high
Uzbekistan,UZB,8,MF,Jamshid Iskanderov,Jamshid,Iskanderov,ISKANDEROV,"October 16, 1993",Neftchi Fergana,,38,4,cross_checked,high
Uzbekistan,UZB,9,MF,Odiljon Hamrobekov,Odiljon,Hamrobekov,HAMROBEKOV,"February 13, 1996",Tractor,,72,1,cross_checked,high
Uzbekistan,UZB,10,MF,Jaloliddin Masharipov,Jaloliddin,Masharipov,MASHARIPOV,"September 1, 1993",Esteghlal,,74,12,cross_checked,high
Uzbekistan,UZB,11,MF,Oston Urunov,Oston,Urunov,URUNOV,"December 19, 2000",Persepolis,,42,10,cross_checked,high
Uzbekistan,UZB,12,GK,Abduvohid Nematov,Abduvohid,Nematov,NEMATOV,"March 20, 2001",Nasaf,,8,0,cross_checked,high
Uzbekistan,UZB,13,DF,Sherzod Nasrullaev,Sherzod,Nasrullaev,NASRULLAEV,"July 23, 1998",Nasaf,,31,2,cross_checked,high
Uzbekistan,UZB,14,FW,Eldor Shomurodov,Eldor,Shomurodov,SHOMURODOV,"June 29, 1995",İstanbul Başakşehir,,92,44,cross_checked,high
Uzbekistan,UZB,15,DF,Umar Eshmurodov,Umar,Eshmurodov,ESHMURODOV,"November 30, 1992",Nasaf,,29,0,cross_checked,high
Uzbekistan,UZB,16,GK,Botirali Ergashev,Botirali,Ergashev,ERGASHEV,"June 23, 1995",Neftchi Fergana,,2,0,cross_checked,high
Uzbekistan,UZB,17,MF,Dostonbek Khamdamov,Dostonbek,Khamdamov,KHAMDAMOV,"July 24, 1996",Pakhtakor,,34,5,cross_checked,high
Uzbekistan,UZB,18,DF,Abdulla Abdullaev,Abdulla,Abdullaev,ABDULLAEV,"September 1, 1997",Dibba,,17,0,cross_checked,high
Uzbekistan,UZB,19,MF,Azizjon Ganiev,Azizjon,Ganiev,GANIEV,"February 22, 1998",Al Bataeh,,19,0,cross_checked,high
Uzbekistan,UZB,20,FW,Azizbek Amonov,Azizbek,Amonov,AMONOV,"October 30, 1997",Dinamo Samarqand,,12,2,cross_checked,high
Uzbekistan,UZB,21,FW,Igor Sergeev,Igor,Sergeev,SERGEEV,"April 30, 1993",Persepolis,,83,25,cross_checked,high
Uzbekistan,UZB,22,MF,Abbosbek Fayzullaev,Abbosbek,Fayzullaev,FAYZULLAEV,"October 3, 2003",İstanbul Başakşehir,,32,8,cross_checked,high
Uzbekistan,UZB,23,MF,Sherzod Esanov,Sherzod,Esanov,ESANOV,"February 1, 2003",Bukhara,,1,0,cross_checked,high
Uzbekistan,UZB,24,DF,Bekhruz Karimov,Bekhruz,Karimov,KARIMOV,"August 7, 2007",Surkhon Termiz,,2,0,cross_checked,high
Uzbekistan,UZB,25,DF,Avazbek Ulmasaliev,Avazbek,Ulmasaliev,ULMASALIEV,"March 27, 2000",AGMK,,0,0,cross_checked,high
Uzbekistan,UZB,26,DF,Jakhongir Urozov,Jakhongir,Urozov,UROZOV,"January 18, 2004",Dinamo Samarqand,,4,0,cross_checked,high
Croatia,CRO,1,GK,Dominik Livaković,Dominik,Livaković,LIVAKOVIĆ,"January 9, 1995",Dinamo Zagreb,,75,0,cross_checked,high
Croatia,CRO,2,DF,Josip Stanišić,Josip,Stanišić,STANIŠIĆ,"April 2, 2000",Bayern Munich,,31,0,cross_checked,high
Croatia,CRO,3,DF,Marin Pongračić,Marin,Pongračić,PONGRAČIĆ,"September 11, 1997",Fiorentina,,20,0,cross_checked,high
Croatia,CRO,4,DF,Joško Gvardiol,Joško,Gvardiol,GVARDIOL,"January 23, 2002",Manchester City,,48,4,cross_checked,high
Croatia,CRO,5,DF,Duje Ćaleta-Car,Duje,Ćaleta-Car,ĆALETA-CAR,"September 17, 1996",Real Sociedad,,38,1,cross_checked,high
Croatia,CRO,6,DF,Josip Šutalo,Josip,Šutalo,ŠUTALO,"February 28, 2000",Ajax,,33,0,cross_checked,high
Croatia,CRO,7,MF,Nikola Moro,Nikola,Moro,MORO,"March 12, 1998",Bologna,,10,0,cross_checked,high
Croatia,CRO,8,MF,Mateo Kovačić,Mateo,Kovačić,KOVAČIĆ,"May 6, 1994",Manchester City,,113,5,cross_checked,high
Croatia,CRO,9,FW,Andrej Kramarić,Andrej,Kramarić,KRAMARIĆ,"June 19, 1991",TSG Hoffenheim,,116,36,cross_checked,high
Croatia,CRO,10,MF,Luka Modrić,Luka,Modrić,MODRIĆ,"September 9, 1985",Milan,,198,29,cross_checked,high
Croatia,CRO,11,FW,Ante Budimir,Ante,Budimir,BUDIMIR,"July 22, 1991",Osasuna,,38,6,cross_checked,high
Croatia,CRO,12,GK,Ivor Pandur,Ivor,Pandur,PANDUR,"March 25, 2000",Hull City,,0,0,cross_checked,high
Croatia,CRO,13,MF,Nikola Vlašić,Nikola,Vlašić,VLAŠIĆ,"October 4, 1997",Torino,,63,10,cross_checked,high
Croatia,CRO,14,FW,Ivan Perišić,Ivan,Perišić,PERIŠIĆ,"February 2, 1989",PSV Eindhoven,,154,38,cross_checked,high
Croatia,CRO,15,MF,Mario Pašalić,Mario,Pašalić,PAŠALIĆ,"February 9, 1995",Atalanta,,85,12,cross_checked,high
Croatia,CRO,16,MF,Martin Baturina,Martin,Baturina,BATURINA,"February 16, 2003",Como,,19,1,cross_checked,high
Croatia,CRO,17,MF,Petar Sučić,Petar,Sučić,SUČIĆ,"October 25, 2003",Inter Milan,,17,1,cross_checked,high
Croatia,CRO,18,DF,Kristijan Jakić,Kristijan,Jakić,JAKIĆ,"May 14, 1997",FC Augsburg,,17,2,cross_checked,high
Croatia,CRO,19,MF,Toni Fruk,Toni,Fruk,FRUK,"March 9, 2001",Rijeka,,7,1,cross_checked,high
Croatia,CRO,20,FW,Igor Matanović,Igor,Matanović,MATANOVIĆ,"March 31, 2003",SC Freiburg,,9,2,cross_checked,high
Croatia,CRO,21,MF,Luka Sučić,Luka,Sučić,SUČIĆ,"September 8, 2002",Real Sociedad,,21,1,cross_checked,high
Croatia,CRO,22,DF,Luka Vušković,Luka,Vušković,VUŠKOVIĆ,"February 24, 2007",Hamburger SV,,5,1,cross_checked,high
Croatia,CRO,23,GK,Dominik Kotarski,Dominik,Kotarski,KOTARSKI,"February 10, 2000",Copenhagen,,4,0,cross_checked,high
Croatia,CRO,24,FW,Marco Pašalić,Marco,Pašalić,PAŠALIĆ,"September 14, 2000",Orlando City SC,,15,1,cross_checked,high
Croatia,CRO,25,DF,Martin Erlić,Martin,Erlić,ERLIĆ,"January 24, 1998",Midtjylland,,13,1,cross_checked,high
Croatia,CRO,26,FW,Petar Musa,Petar,Musa,MUSA,"March 4, 1998",FC Dallas,,11,1,cross_checked,high
England,ENG,1,GK,Jordan Pickford,Jordan,Pickford,PICKFORD,"March 7, 1994",Everton,,84,0,cross_checked,high
England,ENG,2,DF,Ezri Konsa,Ezri,Konsa,KONSA,"October 23, 1997",Aston Villa,,20,1,cross_checked,high
England,ENG,3,DF,Nico O'Reilly,Nico,O'Reilly,O'REILLY,"March 21, 2005",Manchester City,,5,0,cross_checked,high
England,ENG,4,MF,Declan Rice,Declan,Rice,RICE,"January 14, 1999",Arsenal,,73,7,cross_checked,high
England,ENG,5,DF,John Stones,John,Stones,STONES,"May 28, 1994",Manchester City,,89,3,cross_checked,high
England,ENG,6,DF,Marc Guéhi,Marc,Guéhi,GUÉHI,"July 13, 2000",Manchester City,,29,1,cross_checked,high
England,ENG,7,FW,Bukayo Saka,Bukayo,Saka,SAKA,"September 5, 2001",Arsenal,,49,14,cross_checked,high
